"ID","NAMES","intermediaires_AsTheCrowFlies_POT_7500"
"77142","Crecy-la-Chapelle",7299.09350614
"77143","Cregy-les-Meaux",12019.21693264
"77144","Crevecoeur-en-Brie",3575.63561437
"77145","Crisenoy",6464.59689054
"77146","Croissy-Beaubourg",53963.4635343
"77147","La Croix-en-Brie",1496.47676096
"77148","Crouy-sur-Ourcq",975.13512327
"77149","Cucharmoy",1381.71186376
"77150","Cuisy",6132.28728838
"77151","Dagny",1180.19058641
"77152","Dammarie-les-Lys",18830.56185098
"77153","Dammartin-en-Goele",7278.64687991
"77154","Dammartin-sur-Tigeaux",5792.64079615
"77155","Dampmart",24925.14304212
"77156","Darvault",3640.32033758
"77157","Dhuisy",1337.06306333
"77158","Diant",1274.18095936
"77159","Donnemarie-Dontilly",1495.4776545
"77161","Dormelles",2911.59685648
"77162","Doue",3255.13472835
"77163","Douy-la-Ramee",3097.04624424
"77164","Echouboulains",2715.39811466
"77165","Les Ecrennes",2853.67673201
"77166","Ecuelles",5948.47076207
"77167","Egligny",1498.6188566
"77168","Egreville",754.61017
"77169","Emerainville",80531.12688714
"77170","Episy",4899.21753729
"77171","Esbly",18188.34516703
"77172","Esmans",3400.53384729
"77173","Etrepilly",4152.85973474
"77174","Everly",1547.12211915
"77175","Evry-Gregy-sur-Yerre",16881.42129258
"77176","Faremoutiers",4228.78382677
"77177","Favieres",14295.26506355
"77178","Fay-les-Nemours",2791.7459397
"77179","Fericy",6536.67027616
"77180","Ferolles-Attilly",27057.86048774
"77181","Ferrieres-en-Brie",35156.82925447
"77182","La Ferte-Gaucher",1365.75262511
"77183","La Ferte-sous-Jouarre",3446.69697407
"77184","Flagy",2552.59736396
"77185","Fleury-en-Biere",4213.56366751
"77186","Fontainebleau",6402.92711981
"77187","Fontaine-Fourches",287.39503469
"77188","Fontaine-le-Port",8041.64408804
"77190","Fontains",1991.52613652
"77191","Fontenailles",2429.07620981
"77192","Fontenay-Tresigny",4188.41750003
"77193","Forfry",3986.8956025
"77194","Forges",3935.62647014
"77195","Fouju",5927.30420007
"77196","Fresnes-sur-Marne",15052.6191074
"77197","Fretoy",946.64282281
"77198","Fromont",735.79471222
"77199","Fublaines",11893.57031759
"77200","Garentreville",1052.01535175
"77201","Gastins",1731.69046443
"77202","La Genevraye",4328.15887776
"77203","Germigny-l'Eveque",9374.56027625
"77204","Germigny-sous-Coulombs",797.10924835
"77205","Gesvres-le-Chapitre",5461.00126865
"77206","Giremoutiers",4619.68259633
"77207","Gironville",317.81028024
"77208","Gouaix",1628.39977025
"77209","Gouvernes",41895.90687174
"77210","La Grande-Paroisse",5590.92313535
"77211","Grandpuits-Bailly-Carrois",2415.0523148
"77212","Gravon",1216.51448609
"77214","Gressy",21704.55049821
"77215","Gretz-Armainvilliers",14508.46525239
"77216","Grez-sur-Loing",3629.2456323
"77217","Grisy-Suisnes",12149.81028042
"77218","Grisy-sur-Seine",992.25459696
"77219","Guerard",5076.23476878
"77220","Guercheville",1336.16003549
"77221","Guermantes",36368.18508735
"77222","Guignes",4149.34423613
"77223","Gurcy-le-Chatel",1614.179957
"77224","Hautefeuille",3652.52426561
"77225","La Haute-Maison",4813.69142902
"77226","Hericy",7966.7634802
"77227","Herme",1287.22224477
"77228","Hondevilliers",971.08014507
"77229","La Houssaye-en-Brie",4236.89805062
"77230","Ichy",580.45794431
"77231","Isles-les-Meldeuses",5204.66721349
"77232","Isles-les-Villenoy",16638.24828889
"77233","Iverny",7592.4314674
"77234","Jablines",19839.90171672
"77235","Jaignes",3656.40314758
"77236","Jaulnes",971.33494974
"77237","Jossigny",23498.0035833
"77238","Jouarre",3523.41475269
"77239","Jouy-le-Chatel",918.82400535
"77240","Jouy-sur-Morin",1663.50198271
"77241","Juilly",8190.51273621
"77242","Jutigny",2002.06961408
"77243","Lagny-sur-Marne",35744.50968413
"77244","Larchant",2290.62585514
"77245","Laval-en-Brie",2620.38524
"77246","Lechelle",1229.44487628
"77247","Lescherolles",923.94411988
"77248","Lesches",17717.48317212
"77249","Lesigny",39868.51903157
"77250","Leudon-en-Brie",1016.43258099
"77251","Lieusaint",34595.59917514
"77252","Limoges-Fourches",13621.65657861
"77253","Lissy",9749.05273139
"77254","Liverdy-en-Brie",6102.40639281
"77255","Livry-sur-Seine",15338.69990488
"77256","Lizines",1697.16177304
"77257","Lizy-sur-Ourcq",2786.83913953
"77258","Lognes",69536.48723234
"77259","Longperrier",8346.7164445
"77260","Longueville",2299.52472104
"77261","Lorrez-le-Bocage-Preaux",1206.88943587
"77262","Louan-Villegruis-Fontaine",233.21960088
"77263","Luisetaines",1557.00480865
"77264","Lumigny-Nesles-Ormeaux",2795.8807297
"77265","Luzancy",2555.73139395
"77266","Machault",5898.11823139
"77267","La Madeleine-sur-Loing",2550.36906692
"77268","Magny-le-Hongre",18374.45893969
"77269","Maincy",14929.38436228
"77270","Maisoncelles-en-Brie",4913.72512319
"77271","Maisoncelles-en-Gatinais",1106.76642508
"77272","Maison-Rouge",1472.65781983
"77273","Marchemoret",5740.48021681
"77274","Marcilly",5439.79731532
"77275","Les Marets",558.86951259
"77276","Mareuil-les-Meaux",15417.18021835
"77277","Marles-en-Brie",3627.28141352
"77278","Marolles-en-Brie",2960.11150879
"77279","Marolles-sur-Seine",3069.63376289
"77280","Mary-sur-Marne",3470.70411346
"77281","Mauperthuis",4165.7624122
"77282","Mauregard",19151.36675198
"77283","May-en-Multien",1529.30931936
"77284","Meaux",13081.51018771
"77285","Le Mee-sur-Seine",21989.47782277
"77286","Meigneux",1631.26321159
"77287","Meilleray",528.38960443
"77288","Melun",20127.8833455
"77289","Melz-sur-Seine",825.23355069
"77290","Mery-sur-Marne",2213.27818434
"77291","Le Mesnil-Amelot",20058.46280824
"77292","Messy",14160.11995846
"77293","Misy-sur-Yonne",1400.95600086
"77294","Mitry-Mory",31350.38320958
"77295","Moisenay",9890.28878972
"77296","Moissy-Cramayel",25400.32291192
"77297","Mondreville",506.03408578
"77298","Mons-en-Montois",1532.13568411
"77299","Montarlot",5233.89883638
"77300","Montceaux-les-Meaux",7842.3525506
"77301","Montceaux-les-Provins",264.13829641
"77302","Montcourt-Fromonville",3851.55719266
"77303","Montdauphin",422.901056
"77304","Montenils",145.34311558
"77305","Montereau-Fault-Yonne",4143.56130806
"77306","Montereau-sur-le-Jard",16457.97129543
"77307","Montevrain",27249.13894662
"77308","Montge-en-Goele",6469.2536516
"77309","Monthyon",7828.10317233
"77310","Montigny-le-Guesdier",688.75909906
"77311","Montigny-Lencoup",1962.34950201
"77312","Montigny-sur-Loing",5696.90783349
"77313","Montmachoux",2301.44343079
"77314","Montolivet",399.47712694
"77315","Montry",17828.19372616
"77316","Moret-sur-Loing",6658.99231864
"77317","Mormant",3120.58367664
"77318","Mortcerf",4343.37146071
"77319","Mortery",1921.33907174
"77320","Mouroux",4981.56516638
"77321","Mousseaux-les-Bray",873.06412923
"77322","Moussy-le-Neuf",8907.89669452
"77323","Moussy-le-Vieux",10525.97895327
"77325","Mouy-sur-Seine",1249.3242096
"77326","Nandy",30067.42322683
"77327","Nangis",2059.1986957
"77328","Nanteau-sur-Essonne",1108.3179513
"77329","Nanteau-sur-Lunain",2251.83624231
"77330","Nanteuil-les-Meaux",14173.54554726
"77331","Nanteuil-sur-Marne",1755.65910422
"77332","Nantouillet",9938.62444105
"77333","Nemours",3487.18416485
"77335","Chauconin-Neufmontiers",11609.72325939
"77336","Neufmoutiers-en-Brie",7120.63195046
"77337","Noisiel",79394.59728464
"77338","Noisy-Rudignon",3595.22488552
"77339","Noisy-sur-Ecole",2140.27168177
"77340","Nonville",3476.47010522
"77341","Noyen-sur-Seine",888.64137948
"77342","Obsonville",935.63121078
"77343","Ocquerre",2386.59913499
"77344","Oissery",3401.19117377
"77345","Orly-sur-Morin",2230.73832902
"77347","Les Ormes-sur-Voulzie",1586.33645846
"77348","Ormesson",2886.93241854
"77349","Othis",6250.34962705
"77350","Ozoir-la-Ferriere",25823.15546657
"77352","Ozouer-le-Voulgis",5084.69381395
"77353","Paley",1504.32391711
"77354","Pamfou",3929.92224573
"77355","Paroy",1754.0477709
"77356","Passy-sur-Seine",681.35731304
"77357","Pecy",1160.62950858
"77358","Penchard",10588.85076619
"77359","Perthes",8781.90647979
"77360","Pezarches",3079.24020838
"77361","Pierre-Levee",4041.4721233
"77363","Le Pin",57617.27378071
"77364","Le Plessis-aux-Bois",6825.16636396
"77365","Le Plessis-Feu-Aussoux",1991.09854595
"77366","Le Plessis-l'Eveque",6951.87546167
"77367","Le Plessis-Placy",2334.12993329
"77368","Poigny",2458.82826351
"77369","Poincy",11684.8900767
"77370","Poligny",2943.5453834
"77371","Pommeuse",4991.45052366
"77372","Pomponne",45211.32705077
"77373","Pontault-Combault",60338.98846854
"77374","Pontcarre",29489.32190639
"77376","Precy-sur-Marne",15633.12678607
"77377","Presles-en-Brie",9057.22998454
"77378","Pringy",17018.04105133
"77379","Provins",2294.95873063
"77380","Puisieux",2409.53129401
"77381","Quiers",2508.86114925
"77382","Quincy-Voisins",14781.73219206
"77383","Rampillon",1750.70462486
"77384","Reau",22300.1328484
"77385","Rebais",2209.18493551
"77386","Recloses",3231.75709349
"77387","Remauville",1674.46074049
"77388","Reuil-en-Brie",3133.83511748
"77389","La Rochette",16933.84516888
"77390","Roissy-en-Brie",41146.84262432
"77391","Rouilly",1942.38346677
"77392","Rouvres",6179.69518134
"77393","Rozay-en-Brie",2411.78801636
"77394","Rubelles",17788.92037392
"77395","Rumont",796.43102684
"77396","Rupereux",823.41076682
"77397","Saacy-sur-Marne",2319.37565402
"77398","Sablonnieres",1354.3881666
"77399","Saint-Ange-le-Viel",1543.45848119
"77400","Saint-Augustin",4729.97918688
"77401","Sainte-Aulde",2055.82531501
"77402","Saint-Barthelemy",1006.14907547
"77403","Saint-Brice",1968.74274266
"77404","Sainte-Colombe",2480.75972536
"77405","Saint-Cyr-sur-Morin",3127.00512984
"77406","Saint-Denis-les-Rebais",2875.94444035
"77407","Saint-Fargeau-Ponthierry",21025.19041294
"77408","Saint-Fiacre",10627.71687723
"77409","Saint-Germain-Laval",3562.68368923
"77410","Saint-Germain-Laxis",12476.29676342
"77411","Saint-Germain-sous-Doue",4002.28618639
"77412","Saint-Germain-sur-Ecole",6551.24422987
"77413","Saint-Germain-sur-Morin",16113.54542252
"77414","Saint-Hilliers",1192.4744335
"77415","Saint-Jean-les-Deux-Jumeaux",5422.40410232
"77416","Saint-Just-en-Brie",1045.19506448
"77417","Saint-Leger",1805.34593685
"77418","Saint-Loup-de-Naud",2254.93409214
"77419","Saint-Mammes",7417.13874671
"77420","Saint-Mard",7613.1172562
"77421","Saint-Mars-Vieux-Maisons",919.04835574
"77423","Saint-Martin-des-Champs",1169.9400244
"77424","Saint-Martin-du-Boschet",337.66230376
"77425","Saint-Martin-en-Biere",4089.41236552
"77426","Saint-Mery",3302.58886404
"77427","Saint-Mesmes",10153.82257061
"77428","Saint-Ouen-en-Brie",2709.18941491
"77429","Saint-Ouen-sur-Morin",2695.12651903
"77430","Saint-Pathus",3949.31695704
"77431","Saint-Pierre-les-Nemours",3310.30908861
"77432","Saint-Remy-la-Vanne",2137.25513541
"77433","Saints",3936.01770846
"77434","Saint-Sauveur-les-Bray",1369.89823267
"77435","Saint-Sauveur-sur-Ecole",11745.0691442
"77436","Saint-Simeon",2923.19128866
"77437","Saint-Soupplets",5265.31323048
"77438","Saint-Thibault-des-Vignes",48780.14192267
"77439","Salins",2820.16426406
"77440","Sammeron",3854.17807365
"77441","Samois-sur-Seine",8802.59448705
"77442","Samoreau",8658.95339876
"77443","Sancy",6961.20932853
"77444","Sancy-les-Provins",422.51549333
"77445","Savigny-le-Temple",28473.91854953
"77446","Savins",2032.47271052
"77447","Seine-Port",24942.08616886
"77448","Sept-Sorts",3594.89461513
"77449","Serris",20748.59149014
"77450","Servon",35468.43026624
"77451","Signy-Signets",3747.08470594
"77452","Sigy",1559.58771161
"77453","Sivry-Courtry",9400.9778659
"77454","Sognolles-en-Montois",1612.78604483
"77455","Soignolles-en-Brie",7605.7353528
"77456","Soisy-Bouy",2198.36110086
"77457","Solers",6395.32026615
"77458","Souppes-sur-Loing",1879.27109948
"77459","Sourdun",1697.11336331
"77460","Tancrou",3154.04545849
"77461","Thenisy",1701.18083228
"77462","Thieux",12863.36816474
"77463","Thomery",8506.51958534
"77464","Thorigny-sur-Marne",31907.21064572
"77465","Thoury-Ferottes",1971.5469792
"77466","Tigeaux",7212.43393066
"77467","La Tombe",1693.27852204
"77468","Torcy",61117.91345577
"77469","Touquin",2634.49447811
"77470","Tournan-en-Brie",8008.77505247
"77471","Tousson",1702.57831918
"77472","La Tretoire",1918.10163647
"77473","Treuzy-Levelay",2860.65866696
"77474","Trilbardou",13249.72583453
"77475","Trilport",10086.1463628
"77476","Trocy-en-Multien",3442.51005512
"77477","Ury",2280.14871575
"77478","Ussy-sur-Marne",3825.62982323
"77479","Vaires-sur-Marne",68124.04337869
"77480","Valence-en-Brie",4097.79319841
"77481","Vanville",1454.81535078
"77482","Varennes-sur-Seine",4610.19666127
"77483","Varreddes",8766.0050503
"77484","Vaucourtois",8739.28865841
"77485","Le Vaudoue",1778.34273071
"77486","Vaudoy-en-Brie",1389.93934316
"77487","Vaux-le-Penil",15788.45537761
"77489","Vaux-sur-Lunain",722.41045413
"77490","Vendrest",1776.47318403
"77491","Veneux-les-Sablons",7719.85073323
"77492","Verdelot",656.20976406
"77493","Verneuil-l'Etang",3985.75756769
"77494","Vernou-la-Celle-sur-Seine",6734.05401241
"77495","Vert-Saint-Denis",23702.92716191
"77496","Vieux-Champagne",1168.17780199
"77498","Vignely",15441.64636925
"77500","Villebeon",746.83203161
"77501","Villecerf",4028.77911778
"77504","Villemarechal",1732.965946
"77505","Villemareuil",7788.19612907
"77506","Villemer",3144.11946276
"77507","Villenauxe-la-Petite",670.25820046
"77508","Villeneuve-le-Comte",10281.91532676
"77509","Villeneuve-les-Bordes",1854.93280475
"77510","Villeneuve-Saint-Denis",15949.58671781
"77511","Villeneuve-sous-Dammartin",12370.25471156
"77512","Villeneuve-sur-Bellot",966.02481463
"77513","Villenoy",14806.60405714
"77514","Villeparisis",48651.69159497
"77515","Villeroy",8492.72199078
"77516","Ville-Saint-Jacques",4388.23334863
"77517","Villevaude",42477.23425369
"77518","Villiers-en-Biere",14952.17398991
"77519","Villiers-Saint-Georges",413.90390372
"77520","Villiers-sous-Grez",3017.35601277
"77521","Villiers-sur-Morin",11525.69051047
"77522","Villiers-sur-Seine",555.34237076
"77523","Villuis",441.76310703
"77524","Vimpelles",1430.77328514
"77525","Vinantes",7410.74138334
"77526","Vincy-Manoeuvre",1486.3205094
"77527","Voinsles",1729.70523491
"77528","Voisenon",19683.68729098
"77529","Voulangis",9032.74480289
"77530","Voulton",1335.72902435
"77531","Voulx",1435.64034933
"77532","Vulaines-les-Provins",2137.70561916
"77533","Vulaines-sur-Seine",8601.96667233
"77534","Yebles",4519.30690703
"78003","Ablis",2061.37948673
"78005","Acheres",61149.86134222
"78006","Adainville",1391.21696701
"78007","Aigremont",30124.95065372
"78009","Allainville",1424.4133933
"78010","Les Alluets-le-Roi",14737.37701818
"78013","Andelu",7451.45850166
"78015","Andresy",51164.94580331
"78020","Arnouville-les-Mantes",8241.77112317
"78029","Aubergenville",15910.31158672
"78030","Auffargis",8397.96603139
"78031","Auffreville-Brasseuil",14107.66256455
"78033","Aulnay-sur-Mauldre",12016.38201793
"78034","Auteuil",7746.10633651
"78036","Autouillet",6239.1875319
"78043","Bailly",60767.37922256
"78048","Bazainville",3019.06603022
"78049","Bazemont",13790.2369231
"78050","Bazoches-sur-Guyonne",13630.13241502
"78053","Behoust",3931.84886327
"78057","Bennecourt",4225.92879437
"78062","Beynes",11338.50749467
"78068","Blaru",1605.95075808
"78070","Boinville-en-Mantois",11666.04295857
"78071","Boinville-le-Gaillard",1753.23844004
"78072","Boinvilliers",7546.13439044
"78073","Bois-d'Arcy",46764.74396968
"78076","Boissets",2039.44704938
"78077","La Boissiere-Ecole",1265.16925713
"78082","Boissy-Mauvoisin",6108.17280828
"78084","Boissy-sans-Avoir",6495.2630681
"78087","Bonnelles",5673.86696755
"78089","Bonnieres-sur-Seine",5509.73883042
"78090","Bouafle",18861.84510468
"78092","Bougival",105337.62228291
"78096","Bourdonne",1931.36803085
"78104","Breuil-Bois-Robert",13217.61957022
"78107","Breval",3039.6712342
"78108","Les Breviaires",7027.5143331
"78113","Brueil-en-Vexin",12168.71907724
"78117","Buc",55545.11323536
"78118","Buchelay",14246.87441046
"78120","Bullion",4430.82005832
"78123","Carrieres-sous-Poissy",39752.5934985
"78124","Carrieres-sur-Seine",150278.21443183
"78125","La Celle-les-Bordes",4815.215077
"78126","La Celle-Saint-Cloud",99326.7449979
"78128","Cernay-la-Ville",6631.81558616
"78133","Chambourcy",35766.30054206
"78138","Chanteloup-les-Vignes",46449.90689787
"78140","Chapet",25342.150406
"78143","Chateaufort",35126.90326644
"78146","Chatou",124296.99252199
"78147","Chaufour-les-Bonnieres",1921.79240291
"78152","Chavenay",30418.8433593
"78158","Le Chesnay",87711.56912033
"78160","Chevreuse",18917.87372338
"78162","Choisel",8877.84554031
"78163","Civry-la-Foret",2582.5821297
"78164","Clairefontaine-en-Yvelines",4752.36534652
"78165","Les Clayes-sous-Bois",38170.12288935
"78168","Coignieres",21458.41262469
"78171","Conde-sur-Vesgre",1676.4334563
"78172","Conflans-Sainte-Honorine",60344.55119888
"78185","Courgent",4573.82566157
"78188","Cravent",1818.57343043
"78189","Crespieres",14162.42633507
"78190","Croissy-sur-Seine",103785.13286587
"78192","Dammartin-en-Serve",4313.54811727
"78193","Dampierre-en-Yvelines",14402.10300173
"78194","Dannemarie",1631.47892494
"78196","Davron",20234.91418222
"78202","Drocourt",8308.76782043
"78206","Ecquevilly",19860.14727098
"78208","Elancourt",35263.84610696
"78209","Emance",1741.19861308
"78217","Epone",14025.69640362
"78220","Les Essarts-le-Roi",12433.78990835
"78224","L'Etang-la-Ville",49263.60903128
"78227","Evecquemont",25569.82683218
"78230","La Falaise",12761.89501178
"78231","Favrieux",9521.77331234
"78233","Feucherolles",23124.2919658
"78234","Flacourt",8010.79746576
"78236","Flexanville",4514.07006144
"78237","Flins-Neuve-Eglise",2138.43709036
"78238","Flins-sur-Seine",17302.93446701
"78239","Follainville-Dennemont",13483.69164552
"78242","Fontenay-le-Fleury",51289.1256088
"78245","Fontenay-Mauvoisin",11637.09451643
"78246","Fontenay-Saint-Pere",12865.05704684
"78251","Fourqueux",45281.2496874
"78255","Freneuse",6002.22601056
"78261","Gaillon-sur-Montcient",15941.023126
"78262","Galluis",5939.91167957
"78263","Gambais",2711.8430194
"78264","Gambaiseuil",2816.89600892
"78265","Garancieres",4581.78522922
"78267","Gargenville",16112.58838765
"78269","Gazeran",4733.23218308
"78276","Gommecourt",3531.61489735
"78278","Goupillieres",6021.09194843
"78281","Goussonville",10967.22484768
"78283","Grandchamp",1010.1538118
"78285","Gressey",2221.30710938
"78289","Grosrouvre",3919.90811985
"78290","Guernes",11517.34467208
"78291","Guerville",14957.30522002
"78296","Guitrancourt",15348.93948642
"78297","Guyancourt",47358.71276823
"78299","Hardricourt",17200.47275994
"78300","Hargeville",6738.5399139
"78302","La Hauteville",946.60693069
"78305","Herbeville",11490.71547368
"78307","Hermeray",1678.41864907
"78310","Houdan",1863.6401871
"78311","Houilles",150954.70318281
"78314","Issou",16606.05815796
"78317","Jambville",8902.95339706
"78320","Jeufosse",3349.2202095
"78321","Jouars-Pontchartrain",25015.5615953
"78322","Jouy-en-Josas",68763.70564209
"78324","Jouy-Mauvoisin",12398.90769361
"78325","Jumeauville",8665.63246363
"78327","Juziers",15713.86123065
"78329","Lainville-en-Vexin",6125.60849208
"78334","Levis-Saint-Nom",18645.53449939
"78335","Limay",16236.8502432
"78337","Limetz-Villez",2937.77483014
"78343","Les Loges-en-Josas",55388.38544521
"78344","Lommoye",2920.53790267
"78346","Longnes",3302.71814042
"78349","Longvilliers",4771.90622254
"78350","Louveciennes",81591.11911636
"78354","Magnanville",14281.37820838
"78356","Magny-les-Hameaux",33488.42407591
"78358","Maisons-Laffitte",97957.62010292
"78361","Mantes-la-Jolie",14827.77065779
"78362","Mantes-la-Ville",15578.46347066
"78364","Marcq",7332.30693053
"78366","Mareil-le-Guyon",13933.43889499
"78367","Mareil-Marly",56199.39337494
"78368","Mareil-sur-Mauldre",9885.32413288
"78372","Marly-le-Roi",65640.73889271
"78380","Maule",9556.04885861
"78381","Maulette",2006.32902208
"78382","Maurecourt",51898.08055241
"78383","Maurepas",26908.95482855
"78384","Medan",32322.87708837
"78385","Menerville",6807.23061205
"78389","Mere",8937.42104535
"78391","Mericourt",8156.62956829
"78396","Le Mesnil-le-Roi",84590.16056134
"78397","Le Mesnil-Saint-Denis",26982.90024224
"78398","Les Mesnuls",9780.91965832
"78401","Meulan-en-Yvelines",20893.43707299
"78402","Mezieres-sur-Seine",15099.77592235
"78403","Mezy-sur-Seine",16504.34457033
"78404","Millemont",3731.58494931
"78406","Milon-la-Chapelle",27888.67999741
"78407","Mittainville",772.73046823
"78410","Moisson",5786.77188803
"78413","Mondreville",1947.22083483
"78415","Montainville",8574.6960797
"78416","Montalet-le-Bois",8325.3670747
"78417","Montchauvet",3393.66934285
"78418","Montesson",102768.17504347
"78420","Montfort-l'Amaury",7204.92768996
