"ID","NAMES","cadres_AsTheCrowFlies_POT_2500"
"77147","La Croix-en-Brie",32.6803774
"77148","Crouy-sur-Ourcq",96.88733601
"77149","Cucharmoy",25.27107862
"77150","Cuisy",208.66742615
"77151","Dagny",38.08653731
"77152","Dammarie-les-Lys",1819.45381799
"77153","Dammartin-en-Goele",1041.76811173
"77154","Dammartin-sur-Tigeaux",223.89465469
"77155","Dampmart",1811.9855175
"77156","Darvault",419.17167389
"77157","Dhuisy",31.40328181
"77158","Diant",33.21434982
"77159","Donnemarie-Dontilly",153.80631494
"77161","Dormelles",178.81976982
"77162","Doue",80.20920681
"77163","Douy-la-Ramee",62.18996659
"77164","Echouboulains",29.61010718
"77165","Les Ecrennes",52.37973415
"77166","Ecuelles",644.36156398
"77167","Egligny",26.19139129
"77168","Egreville",94.62946808
"77169","Emerainville",4111.98474798
"77170","Episy",204.86414379
"77171","Esbly",1574.01127348
"77172","Esmans",107.8143003
"77173","Etrepilly",66.88108647
"77174","Everly",39.41345595
"77175","Evry-Gregy-sur-Yerre",390.61292714
"77176","Faremoutiers",303.33034044
"77177","Favieres",139.09051141
"77178","Fay-les-Nemours",100.26311105
"77179","Fericy",294.88971474
"77180","Ferolles-Attilly",829.14919868
"77181","Ferrieres-en-Brie",3950.30788067
"77182","La Ferte-Gaucher",106.75731533
"77183","La Ferte-sous-Jouarre",519.25585246
"77184","Flagy",165.05330386
"77185","Fleury-en-Biere",277.05587791
"77186","Fontainebleau",1960.94916514
"77187","Fontaine-Fourches",27.4250789
"77188","Fontaine-le-Port",274.90848094
"77190","Fontains",61.30180551
"77191","Fontenailles",108.22916251
"77192","Fontenay-Tresigny",362.23836595
"77193","Forfry",117.00906348
"77194","Forges",76.44330223
"77195","Fouju",100.36195836
"77196","Fresnes-sur-Marne",265.65769873
"77197","Fretoy",43.02641362
"77198","Fromont",52.31371849
"77199","Fublaines",695.4839053
"77200","Garentreville",17.42067736
"77201","Gastins",49.90797661
"77202","La Genevraye",232.85878939
"77203","Germigny-l'Eveque",299.18101459
"77204","Germigny-sous-Coulombs",27.0347886
"77205","Gesvres-le-Chapitre",155.35862724
"77206","Giremoutiers",122.42574765
"77207","Gironville",4.56086581
"77208","Gouaix",42.29417272
"77209","Gouvernes",3713.43644024
"77210","La Grande-Paroisse",190.11051366
"77211","Grandpuits-Bailly-Carrois",71.52202942
"77212","Gravon",29.16996627
"77214","Gressy",767.39453887
"77215","Gretz-Armainvilliers",711.84856409
"77216","Grez-sur-Loing",191.66468209
"77217","Grisy-Suisnes",336.04060387
"77218","Grisy-sur-Seine",16.20422211
"77219","Guerard",311.66080473
"77220","Guercheville",36.4413633
"77221","Guermantes",4636.75599802
"77222","Guignes",307.63972374
"77223","Gurcy-le-Chatel",87.65599169
"77224","Hautefeuille",100.97055491
"77225","La Haute-Maison",56.15549261
"77226","Hericy",814.8612435
"77227","Herme",40.19133969
"77228","Hondevilliers",49.88286508
"77229","La Houssaye-en-Brie",212.40860883
"77230","Ichy",13.98114418
"77231","Isles-les-Meldeuses",143.77953822
"77232","Isles-les-Villenoy",903.94888758
"77233","Iverny",162.14226691
"77234","Jablines",510.6186242
"77235","Jaignes",92.26523938
"77236","Jaulnes",50.9095654
"77237","Jossigny",1986.72584817
"77238","Jouarre",205.59178113
"77239","Jouy-le-Chatel",104.31922241
"77240","Jouy-sur-Morin",104.87829531
"77241","Juilly",326.20359714
"77242","Jutigny",93.81869888
"77243","Lagny-sur-Marne",3980.70373651
"77244","Larchant",91.00745106
"77245","Laval-en-Brie",13.85060079
"77246","Lechelle",35.47419246
"77247","Lescherolles",47.04172455
"77248","Lesches",783.25572435
"77249","Lesigny",1353.1316926
"77250","Leudon-en-Brie",15.58653305
"77251","Lieusaint",1379.72430765
"77252","Limoges-Fourches",103.73554058
"77253","Lissy",115.295738
"77254","Liverdy-en-Brie",178.02817451
"77255","Livry-sur-Seine",1455.64102311
"77256","Lizines",49.36838798
"77257","Lizy-sur-Ourcq",158.70303736
"77258","Lognes",4492.17543109
"77259","Longperrier",850.7429882
"77260","Longueville",128.85565277
"77261","Lorrez-le-Bocage-Preaux",75.69530476
"77262","Louan-Villegruis-Fontaine",28.03626172
"77263","Luisetaines",72.82270582
"77264","Lumigny-Nesles-Ormeaux",128.20116704
"77265","Luzancy",200.52644615
"77266","Machault",119.51916917
"77267","La Madeleine-sur-Loing",77.66433601
"77268","Magny-le-Hongre",2440.08315574
"77269","Maincy",870.2932709
"77270","Maisoncelles-en-Brie",113.76201594
"77271","Maisoncelles-en-Gatinais",26.99853888
"77272","Maison-Rouge",65.84371839
"77273","Marchemoret",176.54287929
"77274","Marcilly",77.28471006
"77275","Les Marets",19.26662077
"77276","Mareuil-les-Meaux",1006.09360458
"77277","Marles-en-Brie",144.91612654
"77278","Marolles-en-Brie",55.38914468
"77279","Marolles-sur-Seine",93.3121576
"77280","Mary-sur-Marne",133.3798487
"77281","Mauperthuis",266.19439617
"77282","Mauregard",66.52351845
"77283","May-en-Multien",56.10758291
"77284","Meaux",2807.13456195
"77285","Le Mee-sur-Seine",3289.29503075
"77286","Meigneux",36.47688549
"77287","Meilleray",16.27690524
"77288","Melun",3826.69533951
"77289","Melz-sur-Seine",1.99499947
"77290","Mery-sur-Marne",171.05090174
"77291","Le Mesnil-Amelot",74.07868373
"77292","Messy",395.1125435
"77293","Misy-sur-Yonne",37.74046472
"77294","Mitry-Mory",1202.92873077
"77295","Moisenay",184.30349622
"77296","Moissy-Cramayel",1483.68790246
"77297","Mondreville",16.61930754
"77298","Mons-en-Montois",137.08890627
"77299","Montarlot",193.29973076
"77300","Montceaux-les-Meaux",282.95587444
"77301","Montceaux-les-Provins",13.51033048
"77302","Montcourt-Fromonville",240.04200048
"77303","Montdauphin",12.29130761
"77304","Montenils",1.71733204
"77305","Montereau-Fault-Yonne",490.77057327
"77306","Montereau-sur-le-Jard",146.70264289
"77307","Montevrain",3184.44384241
"77308","Montge-en-Goele",171.45335071
"77309","Monthyon",194.26060564
"77310","Montigny-le-Guesdier",29.26732639
"77311","Montigny-Lencoup",70.32648031
"77312","Montigny-sur-Loing",420.27491293
"77313","Montmachoux",45.22929061
"77314","Montolivet",16.73241731
"77315","Montry",2188.40146095
"77316","Moret-sur-Loing",1099.06060956
"77317","Mormant",190.48210036
"77318","Mortcerf",186.4577045
"77319","Mortery",26.876302
"77320","Mouroux",434.12714272
"77321","Mousseaux-les-Bray",64.37912814
"77322","Moussy-le-Neuf",401.69998374
"77323","Moussy-le-Vieux",306.93014652
"77325","Mouy-sur-Seine",48.1973793
"77326","Nandy",2069.08809858
"77327","Nangis",332.57262005
"77328","Nanteau-sur-Essonne",36.1758292
"77329","Nanteau-sur-Lunain",65.10803023
"77330","Nanteuil-les-Meaux",1332.84829374
"77331","Nanteuil-sur-Marne",122.57954368
"77332","Nantouillet",110.79137472
"77333","Nemours",608.74139515
"77335","Chauconin-Neufmontiers",279.95506928
"77336","Neufmoutiers-en-Brie",129.43719054
"77337","Noisiel",6355.61423821
"77338","Noisy-Rudignon",107.8465435
"77339","Noisy-sur-Ecole",326.09125665
"77340","Nonville",72.61132046
"77341","Noyen-sur-Seine",26.41406341
"77342","Obsonville",28.21408806
"77343","Ocquerre",77.96223514
"77344","Oissery",414.41673241
"77345","Orly-sur-Morin",91.86359088
"77347","Les Ormes-sur-Voulzie",53.91057631
"77348","Ormesson",211.33908242
"77349","Othis",583.7915387
"77350","Ozoir-la-Ferriere",2550.54311182
"77352","Ozouer-le-Voulgis",184.73641951
"77353","Paley",81.27838351
"77354","Pamfou",80.95371675
"77355","Paroy",58.69284203
"77356","Passy-sur-Seine",15.85013201
"77357","Pecy",41.29380191
"77358","Penchard",388.98602633
"77359","Perthes",429.37972794
"77360","Pezarches",85.04367755
"77361","Pierre-Levee",44.99836748
"77363","Le Pin",1368.500739
"77364","Le Plessis-aux-Bois",138.20190881
"77365","Le Plessis-Feu-Aussoux",127.81911841
"77366","Le Plessis-l'Eveque",200.33258106
"77367","Le Plessis-Placy",82.52149274
"77368","Poigny",422.72255059
"77369","Poincy",1470.78221163
"77370","Poligny",67.48584202
"77371","Pommeuse",304.93672458
"77372","Pomponne",2036.61023921
"77373","Pontault-Combault",4037.31675605
"77374","Pontcarre",911.68206133
"77376","Precy-sur-Marne",244.84482585
"77377","Presles-en-Brie",251.44029098
"77378","Pringy",983.64304729
"77379","Provins",582.19428079
"77380","Puisieux",38.71014687
"77381","Quiers",63.597482
"77382","Quincy-Voisins",930.38339131
"77383","Rampillon",22.09404917
"77384","Reau",460.69952278
"77385","Rebais",85.03522239
"77386","Recloses",144.45250488
"77387","Remauville",27.34233686
"77388","Reuil-en-Brie",318.56590358
"77389","La Rochette",1394.41592233
"77390","Roissy-en-Brie",2588.44350762
"77391","Rouilly",161.12679543
"77392","Rouvres",348.56458138
"77393","Rozay-en-Brie",236.65272023
"77394","Rubelles",1597.14951672
"77395","Rumont",62.28911979
"77396","Rupereux",11.76177858
"77397","Saacy-sur-Marne",116.79197255
"77398","Sablonnieres",84.10177164
"77399","Saint-Ange-le-Viel",50.1113806
"77400","Saint-Augustin",300.52285476
"77401","Sainte-Aulde",91.53032547
"77402","Saint-Barthelemy",32.31950188
"77403","Saint-Brice",98.13345623
"77404","Sainte-Colombe",150.77633041
"77405","Saint-Cyr-sur-Morin",120.2352624
"77406","Saint-Denis-les-Rebais",122.44034908
"77407","Saint-Fargeau-Ponthierry",1350.07259299
"77408","Saint-Fiacre",229.90187287
"77409","Saint-Germain-Laval",233.64325649
"77410","Saint-Germain-Laxis",153.81028854
"77411","Saint-Germain-sous-Doue",104.94028641
"77412","Saint-Germain-sur-Ecole",360.13673474
"77413","Saint-Germain-sur-Morin",1798.27621006
"77414","Saint-Hilliers",9.53272326
"77415","Saint-Jean-les-Deux-Jumeaux",153.58704503
"77416","Saint-Just-en-Brie",20.58663163
"77417","Saint-Leger",27.8134
"77418","Saint-Loup-de-Naud",73.58184796
"77419","Saint-Mammes",1200.48285355
"77420","Saint-Mard",799.00516587
"77421","Saint-Mars-Vieux-Maisons",15.1029752
"77423","Saint-Martin-des-Champs",74.18420689
"77424","Saint-Martin-du-Boschet",18.331823
"77425","Saint-Martin-en-Biere",233.57156497
"77426","Saint-Mery",138.71546446
"77427","Saint-Mesmes",121.6673134
"77428","Saint-Ouen-en-Brie",76.46995647
"77429","Saint-Ouen-sur-Morin",124.08702054
"77430","Saint-Pathus",515.41563087
"77431","Saint-Pierre-les-Nemours",427.63016104
"77432","Saint-Remy-la-Vanne",80.60505372
"77433","Saints",186.95655483
"77434","Saint-Sauveur-les-Bray",47.99182371
"77435","Saint-Sauveur-sur-Ecole",547.69479664
"77436","Saint-Simeon",82.01742912
"77437","Saint-Soupplets",272.9174409
"77438","Saint-Thibault-des-Vignes",3595.46511983
"77439","Salins",92.67204691
"77440","Sammeron",146.30360365
"77441","Samois-sur-Seine",582.63647322
"77442","Samoreau",1644.72239266
"77443","Sancy",191.96673785
"77444","Sancy-les-Provins",19.64603528
"77445","Savigny-le-Temple",2560.90281356
"77446","Savins",85.06818851
"77447","Seine-Port",1155.71234422
"77448","Sept-Sorts",363.73841407
"77449","Serris",2053.85780803
"77450","Servon",1290.69177704
"77451","Signy-Signets",85.34116219
"77452","Sigy",83.94937656
"77453","Sivry-Courtry",137.53135963
"77454","Sognolles-en-Montois",53.00921773
"77455","Soignolles-en-Brie",276.45257993
"77456","Soisy-Bouy",70.51006353
"77457","Solers",313.85026094
"77458","Souppes-sur-Loing",201.25618298
"77459","Sourdun",47.95719071
"77460","Tancrou",67.75418481
"77461","Thenisy",58.6342778
"77462","Thieux",95.07913107
"77463","Thomery",1362.33930088
"77464","Thorigny-sur-Marne",2811.96516458
"77465","Thoury-Ferottes",85.84469043
"77466","Tigeaux",253.87675299
"77467","La Tombe",31.39337185
"77468","Torcy",4616.2644906
"77469","Touquin",163.44440142
"77470","Tournan-en-Brie",611.08036519
"77471","Tousson",24.14171662
"77472","La Tretoire",88.9804353
"77473","Treuzy-Levelay",69.02349741
"77474","Trilbardou",203.63769044
"77475","Trilport",457.63742766
"77476","Trocy-en-Multien",80.60893439
"77477","Ury",179.43191806
"77478","Ussy-sur-Marne",170.95651704
"77479","Vaires-sur-Marne",4427.03637206
"77480","Valence-en-Brie",47.33304623
"77481","Vanville",42.32696725
"77482","Varennes-sur-Seine",226.24796389
"77483","Varreddes",223.63323966
"77484","Vaucourtois",109.81087527
"77485","Le Vaudoue",181.75714767
"77486","Vaudoy-en-Brie",69.95831317
"77487","Vaux-le-Penil",1683.82411712
"77489","Vaux-sur-Lunain",38.90780688
"77490","Vendrest",56.45030535
"77491","Veneux-les-Sablons",1331.28950432
"77492","Verdelot",57.11210561
"77493","Verneuil-l'Etang",339.77451641
"77494","Vernou-la-Celle-sur-Seine",307.39353268
"77495","Vert-Saint-Denis",1568.14641553
"77496","Vieux-Champagne",45.30689172
"77498","Vignely",421.15421676
"77500","Villebeon",49.18788211
"77501","Villecerf",122.5482457
"77504","Villemarechal",92.36216186
"77505","Villemareuil",99.25762133
"77506","Villemer",71.10101988
"77507","Villenauxe-la-Petite",21.29568333
"77508","Villeneuve-le-Comte",283.05971548
"77509","Villeneuve-les-Bordes",35.89265617
"77510","Villeneuve-Saint-Denis",321.30717107
"77511","Villeneuve-sous-Dammartin",170.14554893
"77512","Villeneuve-sur-Bellot",96.41028344
"77513","Villenoy",737.59927845
"77514","Villeparisis",2120.677703
"77515","Villeroy",154.88474519
"77516","Ville-Saint-Jacques",114.96722625
"77517","Villevaude",654.11328749
"77518","Villiers-en-Biere",615.00009703
"77519","Villiers-Saint-Georges",48.36810008
"77520","Villiers-sous-Grez",141.10614586
"77521","Villiers-sur-Morin",513.75147638
"77522","Villiers-sur-Seine",17.95873276
"77523","Villuis",22.64306204
"77524","Vimpelles",56.471581
"77525","Vinantes",95.71751495
"77526","Vincy-Manoeuvre",11.91574574
"77527","Voinsles",45.22761363
"77528","Voisenon",1574.05241174
"77529","Voulangis",355.27442157
"77530","Voulton",17.0115457
"77531","Voulx",54.89209382
"77532","Vulaines-les-Provins",17.88079337
"77533","Vulaines-sur-Seine",1309.9042024
"77534","Yebles",178.32065713
"78003","Ablis",303.71208984
"78005","Acheres",4435.29200157
"78006","Adainville",260.32283758
"78007","Aigremont",3719.91138824
"78009","Allainville",35.9992768
"78010","Les Alluets-le-Roi",560.716911
"78013","Andelu",532.51186367
"78015","Andresy",4143.97501235
"78020","Arnouville-les-Mantes",246.10294188
"78029","Aubergenville",1264.06335816
"78030","Auffargis",509.31721181
"78031","Auffreville-Brasseuil",1156.37631002
"78033","Aulnay-sur-Mauldre",1115.26570303
"78034","Auteuil",514.10970592
"78036","Autouillet",444.8156448
"78043","Bailly",4830.3206843
"78048","Bazainville",432.7554481
"78049","Bazemont",633.66136716
"78050","Bazoches-sur-Guyonne",538.87309874
"78053","Behoust",428.72101426
"78057","Bennecourt",325.1197556
"78062","Beynes",1193.86613379
"78068","Blaru",75.01238667
"78070","Boinville-en-Mantois",258.45585916
"78071","Boinville-le-Gaillard",93.65718588
"78072","Boinvilliers",235.77247103
"78073","Bois-d'Arcy",6988.0098797
"78076","Boissets",108.37980548
"78077","La Boissiere-Ecole",114.33798589
"78082","Boissy-Mauvoisin",181.86443189
"78084","Boissy-sans-Avoir",563.95573269
"78087","Bonnelles",435.23780605
"78089","Bonnieres-sur-Seine",295.246491
"78090","Bouafle",1161.36759618
"78092","Bougival",15279.20782224
"78096","Bourdonne",248.64383457
"78104","Breuil-Bois-Robert",559.58102241
"78107","Breval",267.6655249
"78108","Les Breviaires",341.12574661
"78113","Brueil-en-Vexin",331.95514591
"78117","Buc",5382.20092707
"78118","Buchelay",2298.82793285
"78120","Bullion",428.4900947
"78123","Carrieres-sous-Poissy",5020.08123989
"78124","Carrieres-sur-Seine",17338.35414688
"78125","La Celle-les-Bordes",329.84990983
"78126","La Celle-Saint-Cloud",12958.95369475
"78128","Cernay-la-Ville",510.86927305
"78133","Chambourcy",3548.70721903
"78138","Chanteloup-les-Vignes",4202.49669348
"78140","Chapet",2549.33422607
"78143","Chateaufort",1583.69675422
"78146","Chatou",17216.18777252
"78147","Chaufour-les-Bonnieres",92.4339599
"78152","Chavenay",1666.2617976
"78158","Le Chesnay",15852.43397444
"78160","Chevreuse",1638.77975325
"78162","Choisel",291.00615197
"78163","Civry-la-Foret",121.50586932
"78164","Clairefontaine-en-Yvelines",165.99184155
"78165","Les Clayes-sous-Bois",4540.07897641
"78168","Coignieres",2142.28579453
"78171","Conde-sur-Vesgre",272.24151825
"78172","Conflans-Sainte-Honorine",6210.35199503
"78185","Courgent",306.49387296
"78188","Cravent",104.66608095
"78189","Crespieres",388.3853205
"78190","Croissy-sur-Seine",16583.64429752
"78192","Dammartin-en-Serve",177.51600172
"78193","Dampierre-en-Yvelines",495.33214196
"78194","Dannemarie",118.39678371
"78196","Davron",485.35480349
"78202","Drocourt",193.74925149
"78206","Ecquevilly",1090.45466627
"78208","Elancourt",5374.09340105
"78209","Emance",155.44945964
"78217","Epone",1227.02141616
"78220","Les Essarts-le-Roi",1000.38818379
"78224","L'Etang-la-Ville",5639.59038687
"78227","Evecquemont",1604.50972408
"78230","La Falaise",1169.59623693
"78231","Favrieux",175.5751386
"78233","Feucherolles",1013.15315292
"78234","Flacourt",150.14366774
"78236","Flexanville",256.34774224
"78237","Flins-Neuve-Eglise",124.77053011
"78238","Flins-sur-Seine",1213.78792692
"78239","Follainville-Dennemont",891.47481839
"78242","Fontenay-le-Fleury",6150.31213744
"78245","Fontenay-Mauvoisin",373.17628551
"78246","Fontenay-Saint-Pere",262.32404307
"78251","Fourqueux",4155.804796
"78255","Freneuse",305.21257231
"78261","Gaillon-sur-Montcient",705.43559862
"78262","Galluis",747.76197496
"78263","Gambais",486.91937711
"78264","Gambaiseuil",71.45865401
"78265","Garancieres",595.8387672
"78267","Gargenville",999.99185091
"78269","Gazeran",270.70181019
"78276","Gommecourt",176.15625634
"78278","Goupillieres",314.89120454
"78281","Goussonville",251.76547199
"78283","Grandchamp",64.92656337
"78285","Gressey",222.36491521
"78289","Grosrouvre",362.54677724
"78290","Guernes",307.89823609
"78291","Guerville",613.22037539
"78296","Guitrancourt",636.2122688
"78297","Guyancourt",7797.96969955
"78299","Hardricourt",1297.10646416
"78300","Hargeville",235.39452001
"78302","La Hauteville",94.00729998
"78305","Herbeville",595.87409677
"78307","Hermeray",225.46102903
"78310","Houdan",382.24345025
"78311","Houilles",15509.79008011
"78314","Issou",939.07477253
"78317","Jambville",373.26506394
"78320","Jeufosse",212.54019978
"78321","Jouars-Pontchartrain",2921.67390756
"78322","Jouy-en-Josas",3384.27652616
"78324","Jouy-Mauvoisin",504.78538968
"78325","Jumeauville",260.41660286
"78327","Juziers",949.58297792
"78329","Lainville-en-Vexin",238.96230537
"78334","Levis-Saint-Nom",1250.92586198
"78335","Limay",1510.35866314
"78337","Limetz-Villez",212.04590109
"78343","Les Loges-en-Josas",2954.06368383
"78344","Lommoye",163.11466422
"78346","Longnes",201.23073586
"78349","Longvilliers",251.45013138
"78350","Louveciennes",10198.97614662
"78354","Magnanville",1776.84334711
"78356","Magny-les-Hameaux",3964.61007124
"78358","Maisons-Laffitte",10185.23604969
"78361","Mantes-la-Jolie",2858.22579914
"78362","Mantes-la-Ville",2366.5298078
"78364","Marcq",578.92038904
"78366","Mareil-le-Guyon",571.71020878
"78367","Mareil-Marly",6831.07340179
"78368","Mareil-sur-Mauldre",710.63666306
"78372","Marly-le-Roi",7937.0771699
"78380","Maule",1010.00644437
"78381","Maulette",307.30034996
"78382","Maurecourt",4663.30409334
"78383","Maurepas",4409.59491463
"78384","Medan",3480.42521394
"78385","Menerville",151.9117894
"78389","Mere",679.95348306
"78391","Mericourt",289.66085096
"78396","Le Mesnil-le-Roi",9677.77516915
"78397","Le Mesnil-Saint-Denis",1876.09515382
"78398","Les Mesnuls",481.36454733
"78401","Meulan-en-Yvelines",1903.90270712
"78402","Mezieres-sur-Seine",944.97495266
"78403","Mezy-sur-Seine",1003.37544342
"78404","Millemont",262.12195394
"78406","Milon-la-Chapelle",2510.65436913
"78407","Mittainville",113.21260582
"78410","Moisson",217.65397385
"78413","Mondreville",121.22848138
"78415","Montainville",843.0139133
"78416","Montalet-le-Bois",341.38164665
"78417","Montchauvet",145.30872171
"78418","Montesson",11906.53780956
"78420","Montfort-l'Amaury",706.32223298
"78423","Montigny-le-Bretonneux",10620.85377703
"78431","Morainvilliers",1559.75699781
"78437","Mousseaux-sur-Seine",270.54288544
"78439","Mulcent",240.4335591
"78440","Les Mureaux",2116.98507079
"78442","Neauphle-le-Chateau",2654.58956819
"78443","Neauphle-le-Vieux",843.42552124
"78444","Neauphlette",212.19811167
"78451","Nezel",1299.88898305
"78455","Noisy-le-Roi",4246.56112318
"78460","Oinville-sur-Montcient",527.9775612
"78464","Orcemont",190.41280697
"78465","Orgerus",426.07229459
"78466","Orgeval",1981.92647888
"78470","Orphin",174.96067731
"78472","Orsonville",26.1352541
"78474","Orvilliers",216.96041563
"78475","Osmoy",231.66051635
"78478","Paray-Douaville",18.20845732
"78481","Le Pecq",9558.93187177
"78484","Perdreauville",278.67398611
"78486","Le Perray-en-Yvelines",879.10557318
"78490","Plaisir",4725.79293025
"78497","Poigny-la-Foret",226.47821309
"78498","Poissy",6561.78398497
