"ID","NAMES","artisans_AsTheCrowFlies_POT_2500"
"75101","Paris 1er Arrondissement",14904.62707958
"75102","Paris 2e  Arrondissement",16309.75984856
"75103","Paris 3e  Arrondissement",16212.74600903
"75104","Paris 4e  Arrondissement",14448.80197172
"75105","Paris 5e  Arrondissement",12632.31673353
"75106","Paris 6e  Arrondissement",13130.46614826
"75107","Paris 7e  Arrondissement",12508.99507111
"75108","Paris 8e  Arrondissement",13636.8181766
"75109","Paris 9e  Arrondissement",16652.74100897
"75110","Paris 10e  Arrondissement",17591.01761978
"75111","Paris 11e  Arrondissement",14595.34366505
"75112","Paris 12e  Arrondissement",7274.31610096
"75113","Paris 13e  Arrondissement",8650.60843519
"75114","Paris 14e  Arrondissement",10657.61682829
"75115","Paris 15e  Arrondissement",11239.58749213
"75116","Paris 16e  Arrondissement",10553.72021431
"75117","Paris 17e  Arrondissement",13611.2341267
"75118","Paris 18e  Arrondissement",13898.89673242
"75119","Paris 19e  Arrondissement",13501.21119403
"75120","Paris 20e  Arrondissement",12747.46266313
"77001","Acheres-la-Foret",72.4100978
"77002","Amillis",16.8033278
"77003","Amponville",36.44967876
"77004","Andrezel",88.1437874
"77005","Annet-sur-Marne",262.95005504
"77006","Arbonne-la-Foret",50.44738602
"77007","Argentieres",99.88182206
"77008","Armentieres-en-Brie",65.70838637
"77009","Arville",19.75968914
"77010","Aubepierre-Ozouer-le-Repos",60.85134755
"77011","Aufferville",24.67702865
"77012","Augers-en-Brie",19.60349655
"77013","Aulnoy",34.29865904
"77014","Avon",267.87210204
"77015","Baby",9.29032435
"77016","Bagneaux-sur-Loing",62.35755849
"77018","Bailly-Romainvilliers",404.41601527
"77019","Balloy",21.62335237
"77020","Bannost-Villegagnon",22.81513052
"77021","Barbey",42.90046391
"77022","Barbizon",123.94829327
"77023","Barcy",45.55845112
"77024","Bassevelle",26.45343316
"77025","Bazoches-les-Bray",42.76330163
"77026","Beauchery-Saint-Martin",8.06629119
"77027","Beaumont-du-Gatinais",45.16282821
"77028","Beautheil",44.8235375
"77029","Beauvoir",80.05868563
"77030","Bellot",14.02335477
"77031","Bernay-Vilbert",54.31364946
"77032","Beton-Bazoches",34.99374498
"77033","Bezalles",6.53111929
"77034","Blandy",46.2152096
"77035","Blennes",32.23429884
"77036","Boisdon",16.22290226
"77037","Bois-le-Roi",246.5116717
"77038","Boissettes",686.97609713
"77039","Boissise-la-Bertrand",281.84876383
"77040","Boissise-le-Roi",252.77777447
"77041","Boissy-aux-Cailles",13.87877107
"77042","Boissy-le-Chatel",124.91547177
"77043","Boitron",43.93871346
"77044","Bombon",29.95921048
"77045","Bougligny",60.32833294
"77046","Boulancourt",40.81303825
"77047","Bouleurs",162.79735522
"77048","Bourron-Marlotte",150.67661547
"77049","Boutigny",144.62001146
"77050","Bransles",16.19831761
"77051","Bray-sur-Seine",61.80083351
"77052","Breau",33.66099837
"77053","Brie-Comte-Robert",437.6110798
"77054","La Brosse-Montceaux",9.78208006
"77055","Brou-sur-Chantereine",621.2440274
"77056","Burcy",16.3164431
"77057","Bussieres",47.14257933
"77058","Bussy-Saint-Georges",766.70472872
"77059","Bussy-Saint-Martin",647.66459629
"77060","Buthiers",51.46336504
"77061","Cannes-Ecluse",95.35533807
"77062","Carnetin",419.03378079
"77063","La Celle-sur-Morin",110.47449892
"77065","Cely",138.41410962
"77066","Cerneux",15.51405915
"77067","Cesson",368.33752192
"77068","Cessoy-en-Montois",36.67556284
"77069","Chailly-en-Biere",107.81300282
"77070","Chailly-en-Brie",96.29939394
"77071","Chaintreaux",22.06877187
"77072","Chalautre-la-Grande",31.00142737
"77073","Chalautre-la-Petite",35.9495517
"77075","Chalifert",302.40281786
"77076","Chalmaison",36.37072175
"77077","Chambry",107.13078667
"77078","Chamigny",60.94291093
"77079","Champagne-sur-Seine",278.11345054
"77080","Champcenest",4.116461
"77081","Champdeuil",63.70490549
"77082","Champeaux",31.16776645
"77083","Champs-sur-Marne",1675.40827321
"77084","Changis-sur-Marne",68.91975183
"77085","Chanteloup-en-Brie",668.03304431
"77086","La Chapelle-Gauthier",44.50490088
"77087","La Chapelle-Iger",30.72246185
"77088","La Chapelle-la-Reine",70.98963755
"77089","La Chapelle-Rablais",23.37019907
"77090","La Chapelle-Saint-Sulpice",27.18472401
"77091","Les Chapelles-Bourbon",53.10562805
"77093","La Chapelle-Moutils",32.04169303
"77094","Charmentray",59.48800704
"77095","Charny",45.43839434
"77096","Chartrettes",273.41863833
"77097","Chartronges",10.61287494
"77098","Chateaubleau",27.91111599
"77099","Chateau-Landon",68.56302468
"77100","Le Chatelet-en-Brie",90.15465264
"77101","Chatenay-sur-Seine",23.11327136
"77102","Chatenoy",28.72637949
"77103","Chatillon-la-Borde",31.75657645
"77104","Chatres",73.42434061
"77106","Chauffry",126.49324705
"77107","Chaumes-en-Brie",177.49523216
"77108","Chelles",1745.86385845
"77109","Chenoise",36.84400041
"77110","Chenou",16.84734888
"77111","Chessy",458.34415089
"77112","Chevrainvilliers",16.84045667
"77113","Chevru",47.01673973
"77114","Chevry-Cossigny",114.7712999
"77115","Chevry-en-Sereine",45.51908112
"77116","Choisy-en-Brie",57.2173179
"77117","Citry",65.91011134
"77118","Claye-Souilly",385.92901677
"77119","Clos-Fontaine",17.85925109
"77120","Cocherel",6.41708528
"77121","Collegien",463.12223974
"77122","Combs-la-Ville",419.44207757
"77123","Compans",118.15254138
"77124","Conches-sur-Gondoire",843.73966398
"77125","Conde-Sainte-Libiaire",451.88805363
"77126","Congis-sur-Therouanne",73.9686079
"77127","Coubert",145.70903447
"77128","Couilly-Pont-aux-Dames",382.25161348
"77129","Coulombs-en-Valois",11.18469976
"77130","Coulommes",103.86865984
"77131","Coulommiers",292.84743559
"77132","Coupvray",445.42357553
"77133","Courcelles-en-Bassee",16.61913069
"77134","Courchamp",12.16292594
"77135","Courpalay",65.73483347
"77136","Courquetaine",99.27294632
"77137","Courtacon",18.64241942
"77138","Courtomer",41.61917978
"77139","Courtry",844.78329817
"77140","Coutencon",16.27058464
"77141","Coutevroult",318.80353319
"77142","Crecy-la-Chapelle",168.29929779
"77143","Cregy-les-Meaux",367.68975008
"77144","Crevecoeur-en-Brie",59.14921667
"77145","Crisenoy",37.06703359
"77146","Croissy-Beaubourg",498.06407883
"77147","La Croix-en-Brie",28.11550963
"77148","Crouy-sur-Ourcq",29.06220056
"77149","Cucharmoy",15.13808382
"77150","Cuisy",66.29435151
"77151","Dagny",14.70485034
"77152","Dammarie-les-Lys",634.90084392
"77153","Dammartin-en-Goele",310.17188454
"77154","Dammartin-sur-Tigeaux",86.28942328
"77155","Dampmart",383.34485435
"77156","Darvault",182.87089996
"77157","Dhuisy",6.19042719
"77158","Diant",34.37601451
"77159","Donnemarie-Dontilly",70.94791397
"77161","Dormelles",61.82793403
"77162","Doue",31.88723082
"77163","Douy-la-Ramee",20.24072671
"77164","Echouboulains",15.50561424
"77165","Les Ecrennes",41.52283707
"77166","Ecuelles",134.01473125
"77167","Egligny",20.19637909
"77168","Egreville",89.20774696
"77169","Emerainville",969.87242322
"77170","Episy",46.18361908
"77171","Esbly",399.69186736
"77172","Esmans",46.33688455
"77173","Etrepilly",35.37720363
"77174","Everly",36.64005266
"77175","Evry-Gregy-sur-Yerre",171.95372025
"77176","Faremoutiers",117.78083622
"77177","Favieres",58.03213281
"77178","Fay-les-Nemours",59.80084885
"77179","Fericy",62.93107263
"77180","Ferolles-Attilly",243.82898862
"77181","Ferrieres-en-Brie",673.431582
"77182","La Ferte-Gaucher",149.61967536
"77183","La Ferte-sous-Jouarre",248.57225343
"77184","Flagy",64.2638542
"77185","Fleury-en-Biere",88.29667145
"77186","Fontainebleau",429.3157226
"77187","Fontaine-Fourches",57.89807366
"77188","Fontaine-le-Port",61.49150786
"77190","Fontains",25.33790634
"77191","Fontenailles",36.88445947
"77192","Fontenay-Tresigny",206.08359753
"77193","Forfry",36.47199662
"77194","Forges",43.41515765
"77195","Fouju",43.01863085
"77196","Fresnes-sur-Marne",72.58799318
"77197","Fretoy",25.06113265
"77198","Fromont",21.83772149
"77199","Fublaines",232.72927673
"77200","Garentreville",23.70236071
"77201","Gastins",24.34142394
"77202","La Genevraye",73.37019843
"77203","Germigny-l'Eveque",122.83721597
"77204","Germigny-sous-Coulombs",3.86582221
"77205","Gesvres-le-Chapitre",52.59155234
"77206","Giremoutiers",63.19968189
"77207","Gironville",23.52261661
"77208","Gouaix",43.11589916
"77209","Gouvernes",767.45323211
"77210","La Grande-Paroisse",69.407476
"77211","Grandpuits-Bailly-Carrois",33.08668302
"77212","Gravon",17.79611835
"77214","Gressy",226.94631425
"77215","Gretz-Armainvilliers",211.12108912
"77216","Grez-sur-Loing",75.41845828
"77217","Grisy-Suisnes",142.64025294
"77218","Grisy-sur-Seine",19.75304518
"77219","Guerard",126.60915903
"77220","Guercheville",29.98153588
"77221","Guermantes",841.66429683
"77222","Guignes",148.5840044
"77223","Gurcy-le-Chatel",42.16520233
"77224","Hautefeuille",32.52960585
"77225","La Haute-Maison",49.77536641
"77226","Hericy",188.13229642
"77227","Herme",22.50759897
"77228","Hondevilliers",24.29989379
"77229","La Houssaye-en-Brie",85.31155479
"77230","Ichy",18.74745447
