"ID","NAMES","agriculteurs_AsTheCowRolls_POT_10"
"75101","Paris 1er Arrondissement",1163.74170491
"75102","Paris 2e  Arrondissement",1145.57065996
"75103","Paris 3e  Arrondissement",1076.11935458
"75104","Paris 4e  Arrondissement",1105.93998284
"75105","Paris 5e  Arrondissement",1084.92997716
"75106","Paris 6e  Arrondissement",1137.77254109
"75107","Paris 7e  Arrondissement",1141.60196691
"75108","Paris 8e  Arrondissement",1257.86877727
"75109","Paris 9e  Arrondissement",1201.40229349
"75110","Paris 10e  Arrondissement",1137.12525318
"75111","Paris 11e  Arrondissement",933.06828817
"75112","Paris 12e  Arrondissement",819.77998178
"75113","Paris 13e  Arrondissement",925.62254634
"75114","Paris 14e  Arrondissement",1034.00928892
"75115","Paris 15e  Arrondissement",1058.40207887
"75116","Paris 16e  Arrondissement",1169.08564933
"75117","Paris 17e  Arrondissement",1194.65720083
"75118","Paris 18e  Arrondissement",1036.28933815
"75119","Paris 19e  Arrondissement",847.01878114
"75120","Paris 20e  Arrondissement",813.2264858
"77001","Acheres-la-Foret",61.63602776
"77002","Amillis",67.19432628
"77003","Amponville",72.58133373
"77004","Andrezel",45.8928641
"77005","Annet-sur-Marne",52.97805769
"77006","Arbonne-la-Foret",75.78242444
"77007","Argentieres",46.34190019
"77008","Armentieres-en-Brie",43.5007654
"77009","Arville",80.72672488
"77010","Aubepierre-Ozouer-le-Repos",54.60688335
"77011","Aufferville",100.85935524
"77012","Augers-en-Brie",92.52342027
"77013","Aulnoy",66.63746189
"77014","Avon",45.56163908
"77015","Baby",33.752947
"77016","Bagneaux-sur-Loing",71.86062675
"77018","Bailly-Romainvilliers",56.07006501
"77019","Balloy",56.14962415
"77020","Bannost-Villegagnon",96.4899361
"77021","Barbey",38.03814632
"77022","Barbizon",74.46310214
"77023","Barcy",59.35891101
"77024","Bassevelle",33.994752
"77025","Bazoches-les-Bray",53.62645552
"77026","Beauchery-Saint-Martin",50.04450074
"77027","Beaumont-du-Gatinais",34.97826962
"77028","Beautheil",67.55784237
"77029","Beauvoir",55.3824568
"77030","Bellot",66.39421435
"77031","Bernay-Vilbert",103.2293037
"77032","Beton-Bazoches",140.40250792
"77033","Bezalles",106.86877554
"77034","Blandy",44.74447441
"77035","Blennes",35.37017821
"77036","Boisdon",113.95387605
"77037","Bois-le-Roi",53.87757321
"77038","Boissettes",32.31948948
"77039","Boissise-la-Bertrand",33.04383045
"77040","Boissise-le-Roi",66.62487782
"77041","Boissy-aux-Cailles",62.21940314
"77042","Boissy-le-Chatel",56.97524501
"77043","Boitron",39.59884336
"77044","Bombon",19.9599181
"77045","Bougligny",92.93520355
"77046","Boulancourt",37.77893537
"77047","Bouleurs",89.80485068
"77048","Bourron-Marlotte",36.31302637
"77049","Boutigny",64.34670883
"77050","Bransles",53.05978121
"77051","Bray-sur-Seine",56.88317386
"77052","Breau",30.7102541
"77053","Brie-Comte-Robert",103.11587834
"77054","La Brosse-Montceaux",48.61942428
"77055","Brou-sur-Chantereine",68.73039958
"77056","Burcy",74.44275932
"77057","Bussieres",65.03656836
"77058","Bussy-Saint-Georges",74.71076429
"77059","Bussy-Saint-Martin",69.84189111
"77060","Buthiers",60.43953762
"77061","Cannes-Ecluse",62.12801182
"77062","Carnetin",41.28104216
"77063","La Celle-sur-Morin",98.3282613
"77065","Cely",88.89063329
"77066","Cerneux",101.25939316
"77067","Cesson",63.20910881
"77068","Cessoy-en-Montois",85.41200278
"77069","Chailly-en-Biere",91.43149187
"77070","Chailly-en-Brie",89.46834605
"77071","Chaintreaux",90.60938919
"77072","Chalautre-la-Grande",22.84174685
"77073","Chalautre-la-Petite",83.51382472
"77075","Chalifert",54.8025949
"77076","Chalmaison",69.04645155
"77077","Chambry",60.10495167
"77078","Chamigny",58.56986009
"77079","Champagne-sur-Seine",27.22207295
"77080","Champcenest",100.63296963
"77081","Champdeuil",62.99659408
"77082","Champeaux",36.16131006
"77083","Champs-sur-Marne",112.56084649
"77084","Changis-sur-Marne",55.59271322
"77085","Chanteloup-en-Brie",58.31298048
"77086","La Chapelle-Gauthier",37.7812951
"77087","La Chapelle-Iger",64.45618556
"77088","La Chapelle-la-Reine",88.16639769
"77089","La Chapelle-Rablais",42.4456536
"77090","La Chapelle-Saint-Sulpice",84.63191096
"77091","Les Chapelles-Bourbon",84.10028406
"77093","La Chapelle-Moutils",52.08501734
"77094","Charmentray",54.7812564
"77095","Charny",63.47456958
"77096","Chartrettes",39.13517937
"77097","Chartronges",98.09457518
"77098","Chateaubleau",61.53550773
"77099","Chateau-Landon",62.18468372
"77100","Le Chatelet-en-Brie",41.41314153
"77101","Chatenay-sur-Seine",52.20818643
"77102","Chatenoy",88.08579144
"77103","Chatillon-la-Borde",30.18203378
"77104","Chatres",84.54464961
"77106","Chauffry",30.40067355
"77107","Chaumes-en-Brie",82.89753487
"77108","Chelles",91.51173659
"77109","Chenoise",72.5392263
"77110","Chenou",75.31540524
"77111","Chessy",61.32512751
"77112","Chevrainvilliers",86.9975621
"77113","Chevru",87.69888709
"77114","Chevry-Cossigny",79.81524376
"77115","Chevry-en-Sereine",80.50067114
"77116","Choisy-en-Brie",87.83050883
