"ID","NAMES","cadres_AsTheCowRolls_POT_10"
"75101","Paris 1er Arrondissement",575839.21493451
"75102","Paris 2e  Arrondissement",558601.22028968
"75103","Paris 3e  Arrondissement",563431.93798477
"75104","Paris 4e  Arrondissement",581327.53548511
"75105","Paris 5e  Arrondissement",575935.94146143
"75106","Paris 6e  Arrondissement",576195.75875286
"75107","Paris 7e  Arrondissement",550582.51892719
"75108","Paris 8e  Arrondissement",575188.89877121
"75109","Paris 9e  Arrondissement",579820.7924831
"75110","Paris 10e  Arrondissement",577539.192507
"75111","Paris 11e  Arrondissement",521996.81950719
"75112","Paris 12e  Arrondissement",490316.4164033
"75113","Paris 13e  Arrondissement",535671.05651152
"75114","Paris 14e  Arrondissement",543904.84169869
"75115","Paris 15e  Arrondissement",502166.30523728
"75116","Paris 16e  Arrondissement",498222.69099138
"75117","Paris 17e  Arrondissement",539511.69632153
"75118","Paris 18e  Arrondissement",489979.83360006
"75119","Paris 19e  Arrondissement",445849.7910579
"75120","Paris 20e  Arrondissement",469639.22524843
"77001","Acheres-la-Foret",1552.00132085
"77002","Amillis",717.02550407
"77003","Amponville",584.78173253
"77004","Andrezel",1210.48693991
"77005","Annet-sur-Marne",8926.43246776
"77006","Arbonne-la-Foret",3158.82563437
"77007","Argentieres",1093.59487146
"77008","Armentieres-en-Brie",1111.01796094
"77009","Arville",214.61495927
"77010","Aubepierre-Ozouer-le-Repos",1195.88092305
"77011","Aufferville",740.44177438
"77012","Augers-en-Brie",167.62847709
"77013","Aulnoy",1305.10687801
"77014","Avon",6479.1334112
"77015","Baby",131.28786661
"77016","Bagneaux-sur-Loing",1358.4576202
"77018","Bailly-Romainvilliers",9823.52403804
"77019","Balloy",331.96803093
"77020","Bannost-Villegagnon",298.5500352
"77021","Barbey",603.27759904
"77022","Barbizon",3796.32198813
"77023","Barcy",3500.35363956
"77024","Bassevelle",263.91549961
"77025","Bazoches-les-Bray",289.99077576
"77026","Beauchery-Saint-Martin",221.42748671
"77027","Beaumont-du-Gatinais",64.3748892
"77028","Beautheil",846.38470608
"77029","Beauvoir",1260.86805982
"77030","Bellot",379.97107646
"77031","Bernay-Vilbert",998.14945133
"77032","Beton-Bazoches",352.19944117
"77033","Bezalles",208.66242134
"77034","Blandy",2703.0693945
"77035","Blennes",197.42351982
"77036","Boisdon",283.05703761
"77037","Bois-le-Roi",7621.41336596
"77038","Boissettes",6718.59243373
"77039","Boissise-la-Bertrand",6768.7312469
"77040","Boissise-le-Roi",7004.82411141
"77041","Boissy-aux-Cailles",486.82508508
"77042","Boissy-le-Chatel",1265.19632478
"77043","Boitron",321.06395562
"77044","Bombon",693.7317703
"77045","Bougligny",644.49903779
"77046","Boulancourt",163.43103496
"77047","Bouleurs",4584.84350659
"77048","Bourron-Marlotte",2689.76310076
"77049","Boutigny",3511.03142629
"77050","Bransles",361.76155713
"77051","Bray-sur-Seine",281.97361657
"77052","Breau",1017.30336799
"77053","Brie-Comte-Robert",11537.61908056
"77054","La Brosse-Montceaux",708.7223804
"77055","Brou-sur-Chantereine",29460.0732633
"77056","Burcy",286.92607188
"77057","Bussieres",706.24598624
"77058","Bussy-Saint-Georges",26342.0198218
"77059","Bussy-Saint-Martin",27129.88774872
"77060","Buthiers",295.1256896
"77061","Cannes-Ecluse",1075.87590153
"77062","Carnetin",12306.05533311
"77063","La Celle-sur-Morin",2033.3452501
"77065","Cely",3584.21245439
"77066","Cerneux",182.34335186
"77067","Cesson",11987.23098067
"77068","Cessoy-en-Montois",390.08667424
"77069","Chailly-en-Biere",7081.8990267
"77070","Chailly-en-Brie",1631.01439116
"77071","Chaintreaux",662.13626086
"77072","Chalautre-la-Grande",57.49650889
"77073","Chalautre-la-Petite",702.66601443
"77075","Chalifert",13524.62446306
"77076","Chalmaison",405.90227902
"77077","Chambry",4069.46668651
"77078","Chamigny",923.80123896
"77079","Champagne-sur-Seine",4555.04050611
"77080","Champcenest",188.70646024
"77081","Champdeuil",2768.96531137
"77082","Champeaux",1485.22765326
"77083","Champs-sur-Marne",56502.83038066
"77084","Changis-sur-Marne",2131.3788272
"77085","Chanteloup-en-Brie",18052.91873676
"77086","La Chapelle-Gauthier",1089.59787789
"77087","La Chapelle-Iger",612.59854342
"77088","La Chapelle-la-Reine",2012.89877761
"77089","La Chapelle-Rablais",587.289621
"77090","La Chapelle-Saint-Sulpice",588.06514858
"77091","Les Chapelles-Bourbon",1857.15718813
"77093","La Chapelle-Moutils",155.90752724
"77094","Charmentray",3831.37438598
"77095","Charny",3094.55066271
"77096","Chartrettes",5452.25345149
"77097","Chartronges",274.08148767
"77098","Chateaubleau",270.81493639
"77099","Chateau-Landon",438.30697413
"77100","Le Chatelet-en-Brie",3627.12851975
"77101","Chatenay-sur-Seine",359.84774146
"77102","Chatenoy",927.4245461
"77103","Chatillon-la-Borde",1448.76857224
"77104","Chatres",2482.52727094
"77106","Chauffry",636.09685198
"77107","Chaumes-en-Brie",1697.92853979
"77108","Chelles",44050.139038
"77109","Chenoise",426.6903547
"77110","Chenou",374.39053522
"77111","Chessy",16047.97757178
"77112","Chevrainvilliers",953.77559325
"77113","Chevru",399.44140127
"77114","Chevry-Cossigny",8618.97814946
"77115","Chevry-en-Sereine",390.23373477
"77116","Choisy-en-Brie",497.89262829
"77117","Citry",430.3493825
"77118","Claye-Souilly",12963.43833229
"77119","Clos-Fontaine",600.0671381
"77120","Cocherel",538.12521466
"77121","Collegien",38443.73723312
"77122","Combs-la-Ville",14926.82553692
"77123","Compans",5556.28361257
"77124","Conches-sur-Gondoire",20112.82169019
"77125","Conde-Sainte-Libiaire",7834.45262761
"77126","Congis-sur-Therouanne",1319.74827087
"77127","Coubert",4971.45746102
"77128","Couilly-Pont-aux-Dames",10900.79744657
"77129","Coulombs-en-Valois",230.59178176
"77130","Coulommes",3551.20895427
"77131","Coulommiers",2025.48872252
"77132","Coupvray",11741.95898955
"77133","Courcelles-en-Bassee",468.73751204
"77134","Courchamp",365.19285133
"77135","Courpalay",970.99316058
"77136","Courquetaine",1829.04495239
"77137","Courtacon",300.09695877
"77138","Courtomer",972.58261128
"77139","Courtry",22415.63079626
"77140","Coutencon",329.77566595
"77141","Coutevroult",8882.81645676
"77142","Crecy-la-Chapelle",3968.41427741
"77143","Cregy-les-Meaux",5523.65189496
"77144","Crevecoeur-en-Brie",1292.20279239
"77145","Crisenoy",3617.72061904
"77146","Croissy-Beaubourg",38173.69069983
"77147","La Croix-en-Brie",379.8730905
"77148","Crouy-sur-Ourcq",218.89045661
"77149","Cucharmoy",387.22424697
"77150","Cuisy",1557.33531412
"77151","Dagny",492.30246673
"77152","Dammarie-les-Lys",9344.5176082
"77153","Dammartin-en-Goele",2461.21839123
"77154","Dammartin-sur-Tigeaux",1807.77196199
"77155","Dampmart",12681.58864224
"77156","Darvault",1739.64032507
"77157","Dhuisy",430.03164005
"77158","Diant",359.71508635
"77159","Donnemarie-Dontilly",439.21101815
"77161","Dormelles",745.18955291
"77162","Doue",596.83340426
"77163","Douy-la-Ramee",590.93847907
"77164","Echouboulains",310.23734059
"77165","Les Ecrennes",1045.75642451
"77166","Ecuelles",3398.86731899
"77167","Egligny",282.33291926
"77168","Egreville",460.70558097
"77169","Emerainville",41989.48683366
"77170","Episy",3741.77048969
"77171","Esbly",10361.13178022
"77172","Esmans",1127.89137194
"77173","Etrepilly",1922.57025209
"77174","Everly",373.90122014
"77175","Evry-Gregy-sur-Yerre",7047.46103557
"77176","Faremoutiers",2258.8737545
"77177","Favieres",3935.00110278
"77178","Fay-les-Nemours",1061.0294433
"77179","Fericy",2644.33290992
"77180","Ferolles-Attilly",13053.22702132
"77181","Ferrieres-en-Brie",30114.53224843
"77182","La Ferte-Gaucher",417.686974
"77183","La Ferte-sous-Jouarre",1378.10885986
"77184","Flagy",626.19943062
"77185","Fleury-en-Biere",3286.11924049
"77186","Fontainebleau",7052.91508589
"77187","Fontaine-Fourches",120.33625337
"77188","Fontaine-le-Port",3848.08874932
"77190","Fontains",499.67944318
"77191","Fontenailles",925.52753395
"77192","Fontenay-Tresigny",1684.91875158
"77193","Forfry",1113.94171204
"77194","Forges",895.38686555
"77195","Fouju",1722.29828955
"77196","Fresnes-sur-Marne",5697.93957047
"77197","Fretoy",324.5361331
"77198","Fromont",347.08402491
"77199","Fublaines",3456.92100493
"77200","Garentreville",374.39086274
"77201","Gastins",602.81067115
"77202","La Genevraye",2499.48913259
"77203","Germigny-l'Eveque",2589.02858492
"77204","Germigny-sous-Coulombs",140.09100105
"77205","Gesvres-le-Chapitre",1371.34384418
"77206","Giremoutiers",1886.8713843
"77207","Gironville",195.22614848
"77208","Gouaix",289.98694414
"77209","Gouvernes",26021.00604161
"77210","La Grande-Paroisse",1176.16715643
"77211","Grandpuits-Bailly-Carrois",894.12585032
"77212","Gravon",255.92962585
"77214","Gressy",7527.89859061
"77215","Gretz-Armainvilliers",8741.86595815
"77216","Grez-sur-Loing",3198.16360645
"77217","Grisy-Suisnes",6261.53875621
"77218","Grisy-sur-Seine",197.97855377
"77219","Guerard",2347.0178268
"77220","Guercheville",468.68946798
"77221","Guermantes",23516.89199648
"77222","Guignes",2081.36288155
"77223","Gurcy-le-Chatel",364.3723292
"77224","Hautefeuille",1176.74092042
"77225","La Haute-Maison",1328.98789034
"77226","Hericy",4868.115407
"77227","Herme",513.04969776
"77228","Hondevilliers",350.44213936
"77229","La Houssaye-en-Brie",1743.08137326
"77230","Ichy",225.18868974
"77231","Isles-les-Meldeuses",1797.62577453
"77232","Isles-les-Villenoy",7161.33430767
"77233","Iverny",2867.62900858
"77234","Jablines",5604.11561201
"77235","Jaignes",877.56940885
"77236","Jaulnes",269.28844191
"77237","Jossigny",19120.32567399
"77238","Jouarre",1207.48358838
"77239","Jouy-le-Chatel",550.19800322
"77240","Jouy-sur-Morin",377.57091176
"77241","Juilly",2263.16266294
"77242","Jutigny",715.45194111
"77243","Lagny-sur-Marne",24427.06791738
"77244","Larchant",1230.80323818
"77245","Laval-en-Brie",766.87075237
"77246","Lechelle",417.55457336
"77247","Lescherolles",233.35358233
"77248","Lesches",8115.87528814
"77249","Lesigny",20761.65609495
"77250","Leudon-en-Brie",273.67939939
"77251","Lieusaint",16309.95614211
"77252","Limoges-Fourches",6241.73452824
"77253","Lissy",5449.94512956
"77254","Liverdy-en-Brie",1903.68060492
"77255","Livry-sur-Seine",8163.84170567
"77256","Lizines",405.69959244
"77257","Lizy-sur-Ourcq",1152.12143388
"77258","Lognes",48507.27867666
"77259","Longperrier",2274.34535636
"77260","Longueville",779.69677103
"77261","Lorrez-le-Bocage-Preaux",550.93943133
"77262","Louan-Villegruis-Fontaine",66.20270218
"77263","Luisetaines",420.23198195
"77264","Lumigny-Nesles-Ormeaux",1373.59085903
"77265","Luzancy",897.79289575
"77266","Machault",2143.03267275
"77267","La Madeleine-sur-Loing",898.74438912
"77268","Magny-le-Hongre",10941.73347126
"77269","Maincy",8641.83333768
"77270","Maisoncelles-en-Brie",1843.26512949
"77271","Maisoncelles-en-Gatinais",370.40051439
"77272","Maison-Rouge",596.40349855
"77273","Marchemoret",2220.12770245
"77274","Marcilly",2162.17646987
"77275","Les Marets",137.94894278
"77276","Mareuil-les-Meaux",5718.55169493
"77277","Marles-en-Brie",1552.4668422
"77278","Marolles-en-Brie",853.31283674
"77279","Marolles-sur-Seine",868.30864091
"77280","Mary-sur-Marne",1111.56288782
"77281","Mauperthuis",1649.3251167
"77282","Mauregard",3042.12720173
"77283","May-en-Multien",582.98247611
"77284","Meaux",6341.34627191
"77285","Le Mee-sur-Seine",10914.49589929
"77286","Meigneux",337.06166026
"77287","Meilleray",93.94107039
"77288","Melun",11808.56727725
"77289","Melz-sur-Seine",229.47481769
"77290","Mery-sur-Marne",789.97947706
"77291","Le Mesnil-Amelot",3327.87649328
"77292","Messy",6994.76405109
"77293","Misy-sur-Yonne",395.26400296
"77294","Mitry-Mory",10841.63361525
"77295","Moisenay",4603.4986515
"77296","Moissy-Cramayel",10101.46387743
"77297","Mondreville",161.91880481
"77298","Mons-en-Montois",381.03130765
"77299","Montarlot",2462.58585371
"77300","Montceaux-les-Meaux",3290.0902405
"77301","Montceaux-les-Provins",141.1983902
"77302","Montcourt-Fromonville",2377.959429
"77303","Montdauphin",71.24314397
"77304","Montenils",38.08087826
"77305","Montereau-Fault-Yonne",1614.02208489
"77306","Montereau-sur-le-Jard",6903.35124921
"77307","Montevrain",18013.30552993
"77308","Montge-en-Goele",1674.58587215
"77309","Monthyon",3280.91846677
"77310","Montigny-le-Guesdier",167.94733945
"77311","Montigny-Lencoup",557.5700748
"77312","Montigny-sur-Loing",3267.51393157
"77313","Montmachoux",454.17781381
"77314","Montolivet",80.63299769
"77315","Montry",10907.74672319
"77316","Moret-sur-Loing",4210.96628501
"77317","Mormant",1167.70169727
"77318","Mortcerf",1863.3180598
"77319","Mortery",495.38111068
"77320","Mouroux",2019.77596282
"77321","Mousseaux-les-Bray",294.9925229
"77322","Moussy-le-Neuf",2116.90239054
"77323","Moussy-le-Vieux",1861.85139057
"77325","Mouy-sur-Seine",341.9163071
"77326","Nandy",12461.68560742
"77327","Nangis",824.27726695
"77328","Nanteau-sur-Essonne",366.57345023
"77329","Nanteau-sur-Lunain",694.07007013
"77330","Nanteuil-les-Meaux",5149.3808167
"77331","Nanteuil-sur-Marne",565.26941131
"77332","Nantouillet",2417.20437961
"77333","Nemours",2204.30942277
"77335","Chauconin-Neufmontiers",4796.92274433
"77336","Neufmoutiers-en-Brie",1744.03492587
"77337","Noisiel",51650.29340672
"77338","Noisy-Rudignon",1028.73417508
